,val_loss,val_dense_3_loss,val_dense_4_loss,val_dense_5_loss,val_dense_3_accuracy,val_dense_4_accuracy,val_dense_5_accuracy,loss,dense_3_loss,dense_4_loss,dense_5_loss,dense_3_accuracy,dense_4_accuracy,dense_5_accuracy,lr
0,1.5775712728500366,1.1778770685195923,0.2747534215450287,0.25634339451789856,0.6682692170143127,0.9139623641967773,0.9168669581413269,4.745296407224068,3.190276861190796,0.8610045313835144,0.6917034983634949,0.2856675982475281,0.7337617874145508,0.7958005666732788,0.0010000000474974513
1,1.526413917541504,0.7479819059371948,0.31417006254196167,0.18636518716812134,0.7842444777488708,0.9085636734962463,0.9388238787651062,1.8976263648479599,1.1665533781051636,0.42113766074180603,0.31063029170036316,0.6798725724220276,0.8736121654510498,0.9072742462158203,0.0010000000474974513
2,0.9796628355979919,0.6008290648460388,0.1666446328163147,0.12502421438694,0.8328121900558472,0.9504740834236145,0.9602582454681396,1.407698055249098,0.8327357769012451,0.3316127359867096,0.24334965646266937,0.771445631980896,0.9039427638053894,0.928431510925293,0.0010000000474974513
3,0.895991861820221,0.4407457709312439,0.1700044423341751,0.11176961660385132,0.8760843276977539,0.9510288238525391,0.9650494456291199,1.1883144806309751,0.6908016204833984,0.2880706191062927,0.21000632643699646,0.8105373978614807,0.9183157682418823,0.9382659196853638,0.0010000000474974513
4,0.8638221025466919,0.4171004593372345,0.26440149545669556,0.12547442317008972,0.8794129490852356,0.9125478863716125,0.9598547220230103,1.0711175149722112,0.6156491637229919,0.2658742666244507,0.19227644801139832,0.8302326798439026,0.9250304698944092,0.9433906078338623,0.0010000000474974513
5,0.6933783888816833,0.3963346779346466,0.12002500146627426,0.11479444056749344,0.8865745663642883,0.9628807902336121,0.9658059477806091,0.9755449995268085,0.5545120239257812,0.24478620290756226,0.1764758825302124,0.848243772983551,0.930925190448761,0.9480664730072021,0.0010000000474974513
6,0.4439019560813904,0.35583746433258057,0.11490324139595032,0.09277086704969406,0.8994855880737305,0.9682267308235168,0.9716562628746033,0.9059523288549809,0.5130555033683777,0.22768887877464294,0.16491129994392395,0.8588310480117798,0.935573399066925,0.9514681696891785,0.0010000000474974513
7,0.5221325159072876,0.34747588634490967,0.10275672376155853,0.07786042243242264,0.9017550945281982,0.9732196927070618,0.9759935736656189,0.8588932078670597,0.48355114459991455,0.22044891119003296,0.15543724596500397,0.866814374923706,0.9387368559837341,0.9536952972412109,0.0010000000474974513
8,0.43423694372177124,0.31498146057128906,0.11228659003973007,0.0772455558180809,0.9122957587242126,0.9688319563865662,0.9771535396575928,0.8244440266617117,0.46476659178733826,0.20996390283107758,0.15192322432994843,0.872310221195221,0.9415844678878784,0.9560166001319885,0.0010000000474974513
9,0.5368146896362305,0.3199527859687805,0.11053329706192017,0.09299366921186447,0.9107322692871094,0.9696388840675354,0.9725640416145325,0.781806035292776,0.4388132393360138,0.20236533880233765,0.14186246693134308,0.8800166249275208,0.9437174797058105,0.9587756395339966,0.0010000000474974513
10,0.5063311457633972,0.29023995995521545,0.09336994588375092,0.07170724868774414,0.9172886610031128,0.974077045917511,0.9774561524391174,0.7433601312610911,0.4169934391975403,0.1923927515745163,0.13580559194087982,0.8855789303779602,0.9464210271835327,0.9603989124298096,0.0010000000474974513
11,0.5038895606994629,0.29173168540000916,0.09944470971822739,0.07712876796722412,0.9174904227256775,0.9728666543960571,0.9764978885650635,0.7270264122241752,0.40630432963371277,0.18649771809577942,0.13570909202098846,0.8883157968521118,0.9480277299880981,0.96045982837677,0.0010000000474974513
12,0.31972652673721313,0.2795860171318054,0.09445933252573013,0.06985455751419067,0.9218781590461731,0.9732196927070618,0.9791708588600159,0.7014724141963631,0.3950580060482025,0.17870447039604187,0.12981176376342773,0.8911634087562561,0.9499390721321106,0.96244877576828,0.0010000000474974513
13,0.40175700187683105,0.27795907855033875,0.09520934522151947,0.06661541014909744,0.9222816228866577,0.9736735820770264,0.9796752333641052,0.6742205727305108,0.3757716417312622,0.17532803118228912,0.12408240139484406,0.8966482281684875,0.9514182806015015,0.9634625911712646,0.0010000000474974513
14,0.477374404668808,0.27372148633003235,0.0850616991519928,0.0774460956454277,0.9224833846092224,0.977960467338562,0.9760439991950989,0.6483786490841916,0.35579702258110046,0.17158260941505432,0.1208295002579689,0.9015900492668152,0.9518670439720154,0.9645429253578186,0.0010000000474974513
15,0.5212638974189758,0.27536576986312866,0.08202148973941803,0.06722424924373627,0.9254085421562195,0.9771535396575928,0.9798769354820251,0.6297699492076757,0.3477729856967926,0.16560110449790955,0.117243692278862,0.9042493104934692,0.954465389251709,0.9657673239707947,0.0010000000474974513
16,0.31861984729766846,0.2738589644432068,0.10092734545469284,0.06923084706068039,0.9231894016265869,0.9715049266815186,0.9794734716415405,0.6119606949814138,0.3379623591899872,0.16011236608028412,0.11439713090658188,0.9061329364776611,0.9557617902755737,0.9664875268936157,0.0010000000474974513
17,0.32390904426574707,0.2692981958389282,0.09791944921016693,0.07756602019071579,0.9249545931816101,0.9734213948249817,0.9773552417755127,0.5953639062553892,0.3278959095478058,0.15763768553733826,0.11099181324243546,0.9088587164878845,0.9561384916305542,0.9675290584564209,0.0010000000474974513
18,0.23261207342147827,0.2590624988079071,0.07704240828752518,0.06563888490200043,0.9286866784095764,0.978969156742096,0.9816421270370483,0.5790750729753701,0.3163108825683594,0.1535700410604477,0.10926763713359833,0.9118781089782715,0.957301914691925,0.9678559303283691,0.0010000000474974513
19,0.4577237367630005,0.27183908224105835,0.1081487238407135,0.06609145551919937,0.9248033165931702,0.9715049266815186,0.9814403653144836,0.5679414292015857,0.31031548976898193,0.15388932824134827,0.10410220175981522,0.9137229919433594,0.9571855664253235,0.969157874584198,0.0010000000474974513
